GRB170708046                    PowerLaw,1.0e-10,2.07      0.07      0.27  9.53e-13  -9.53e-13  +3.68e-12    0.00e+00    4.63e-12
GRB170816599                    PowerLaw,1.0e-10,2.07      1.73      1.31  1.53e-12  -1.53e-12  +1.85e-12    0.00e+00    3.38e-12
GRB170206453                    PowerLaw,1.0e-10,2.07      0.00      0.00  0.00e+00   0.00e+00  +2.97e-10    0.00e+00    2.97e-10
GRB170403583                    PowerLaw,1.0e-10,2.07      2.69      1.64  2.71e-12  -2.71e-12  +2.86e-12    0.00e+00    5.57e-12
GRB170826369                    PowerLaw,1.0e-10,2.07      9.18      3.03  4.41e-12  -3.18e-12  +3.18e-12    1.23e-12    7.59e-12
GRB190515190                    PowerLaw,1.0e-10,2.07      1.12      1.06  4.71e-12  -4.71e-12  +6.07e-12    0.00e+00    1.08e-11
GRB200605762                    PowerLaw,1.0e-10,2.07      0.82      0.90  5.91e-12  -5.91e-12  +7.78e-12    0.00e+00    1.37e-11
GRB230512269                    PowerLaw,1.0e-10,2.07      0.00      0.00  0.00e+00   0.00e+00  +1.49e-12    0.00e+00    1.49e-12
GRB150101641                    PowerLaw,1.0e-10,2.07      0.06      0.25  3.54e-11  -3.54e-11  +1.45e-10    0.00e+00    1.80e-10
GRB150110923                    PowerLaw,1.0e-10,2.07      3.28      1.81  7.41e-12  -5.25e-12  +5.25e-12    2.16e-12    1.27e-11
GRB151229285                    PowerLaw,1.0e-10,2.07      1.02      1.01  9.47e-12  -9.47e-12  +1.20e-11    0.00e+00    2.15e-11
GRB160624477                    PowerLaw,1.0e-10,2.07      3.01      1.73  1.28e-09  -7.42e-10  +7.42e-10    5.39e-10    2.02e-09
GRB160714097                    PowerLaw,1.0e-10,2.07      0.00      0.00  0.00e+00   0.00e+00  +1.40e-09    0.00e+00    1.40e-09
GRB170318644                    PowerLaw,1.0e-10,2.07      0.07      0.27  7.42e-13  -7.42e-13  +2.90e-12    0.00e+00    3.65e-12
GRB170803729                    PowerLaw,1.0e-10,2.07      0.06      0.25  1.42e-12  -1.42e-12  +6.15e-12    0.00e+00    7.57e-12
GRB170817529                    PowerLaw,1.0e-10,2.07      2.48      1.58  2.38e-11  -2.25e-11  +2.25e-11    1.30e-12    4.63e-11
GRB171007498                    PowerLaw,1.0e-10,2.07      0.00      0.00  0.00e+00   0.00e+00  +1.31e-12    0.00e+00    1.31e-12
GRB180204109                    PowerLaw,1.0e-10,2.07      0.71      0.84  2.90e-12  -2.90e-12  +4.00e-12    0.00e+00    6.90e-12
GRB180402406                    PowerLaw,1.0e-10,2.07      0.02      0.16  1.39e-12  -1.39e-12  +9.16e-12    0.00e+00    1.05e-11
GRB180418281                    PowerLaw,1.0e-10,2.07      1.63      1.28  3.58e-12  -3.58e-12  +3.58e-12    6.49e-15    7.16e-12
GRB180715755                    PowerLaw,1.0e-10,2.07      0.21      0.46  1.03e-12  -1.03e-12  +2.62e-12    0.00e+00    3.65e-12
GRB180718082                    PowerLaw,1.0e-10,2.07      7.62      2.76  4.35e-12  -3.16e-12  +3.16e-12    1.19e-12    7.51e-12
GRB180805543                    PowerLaw,1.0e-10,2.07      0.51      0.72  6.16e-12  -6.16e-12  +1.01e-11    0.00e+00    1.63e-11
GRB181125371                    PowerLaw,1.0e-10,2.07      0.76      0.87  4.02e-12  -4.02e-12  +5.66e-12    0.00e+00    9.68e-12
GRB190427190                    PowerLaw,1.0e-10,2.07      0.00      0.00  0.00e+00   0.00e+00  +1.48e-12    0.00e+00    1.48e-12
GRB200415367                    PowerLaw,1.0e-10,2.07     11.60      3.41  1.45e-10  -7.14e-11  +7.14e-11    7.32e-11    2.16e-10
GRB200623138                    PowerLaw,1.0e-10,2.07      0.00      0.00  0.00e+00   0.00e+00  +4.09e-12    0.00e+00    4.09e-12
GRB201008443                    PowerLaw,1.0e-10,2.07      0.00      0.00  0.00e+00   0.00e+00  +3.62e-12    0.00e+00    3.62e-12
GRB201214672                    PowerLaw,1.0e-10,2.07      4.47      2.11  6.01e-12  -4.41e-12  +4.41e-12    1.60e-12    1.04e-11
GRB210323918                    PowerLaw,1.0e-10,2.07      0.00      0.00  0.00e+00   0.00e+00  +4.13e-10    0.00e+00    4.13e-10
GRB210618072                    PowerLaw,1.0e-10,2.07      1.41      1.19  3.85e-12  -3.85e-12  +4.54e-12    0.00e+00    8.39e-12
GRB210827416                    PowerLaw,1.0e-10,2.07      0.00      0.00  0.00e+00   0.00e+00  +4.13e-12    0.00e+00    4.13e-12
GRB211024065 
GRB220412713                    PowerLaw,1.0e-10,2.07      1.67      1.29  4.24e-12  -4.24e-12  +4.39e-12    0.00e+00    8.62e-12
GRB220418720                    PowerLaw,1.0e-10,2.07      4.46      2.11  1.41e-11  -1.25e-11  +1.25e-11    1.60e-12    2.65e-11
GRB220511571                    PowerLaw,1.0e-10,2.07      2.11      1.45  1.49e-12  -1.49e-12  +1.74e-12    0.00e+00    3.24e-12
GRB220617772                    PowerLaw,1.0e-10,2.07      3.17      1.78  2.89e-12  -2.80e-12  +2.80e-12    8.74e-14    5.69e-12
GRB221120895                    PowerLaw,1.0e-10,2.07      0.00      0.00  0.00e+00   0.00e+00  +1.54e-12    0.00e+00    1.54e-12
GRB230228244                    PowerLaw,1.0e-10,2.07      0.00      0.00  0.00e+00   0.00e+00  +5.89e-12    0.00e+00    5.89e-12
GRB230812790                    PowerLaw,1.0e-10,2.07      0.84      0.92  1.15e-09  -1.15e-09  +1.26e-09    0.00e+00    2.42e-09
