GRB181125371 PowerLaw,1.0e-10,2.07 0.0 0.0 0.0 0.0 5.66e-12 0.0 5.66e-12
GRB201214672 PowerLaw,1.0e-10,2.07 6.4 2.53 7.16e-12 -5.99e-12 1.54e-11 1.17e-12 2.26e-11
GRB170826369 PowerLaw,1.0e-10,2.07 0.25 0.5 1.38e-12 -1.38e-12 1.09e-11 0.0 1.23e-11
GRB170816599 PowerLaw,1.0e-10,2.07 3.5 1.87 6.25e-12 -5.81e-12 1.71e-11 4.47e-13 2.34e-11
GRB230812790 PowerLaw,1.0e-10,2.07 0.01 0.1 5.03e-10 -5.03e-10 9.88e-09 0.0 1.04e-08
GRB160624477 PowerLaw,1.0e-10,2.07 0.77 0.88 4.98e-10 -4.98e-10 1.13e-09 0.0 1.63e-09
GRB220412713 PowerLaw,1.0e-10,2.07 2.56 1.6 1.41e-11 -1.4e-11 2.92e-11 1.1e-13 4.33e-11
GRB150120123 PowerLaw,1.0e-10,2.07 3.61 1.9 7.41e-09 -6.59e-09 7.89e-09 8.25e-10 1.53e-08
GRB180418281 PowerLaw,1.0e-10,2.07 1.84 1.36 4.58e-12 -4.58e-12 1.38e-11 0.0 1.83e-11
GRB180805543 PowerLaw,1.0e-10,2.07 0.34 0.58 1.11e-11 -1.11e-11 6.89e-11 0.0 8e-11
GRB220418720 PowerLaw,1.0e-10,2.07 1.5 1.23 3.02e-11 -3.02e-11 8.5e-11 0.0 1.15e-10
GRB150101641 PowerLaw,1.0e-10,2.07 2.15 1.46 2.23e-10 -2.23e-10 3.74e-10 0.0 5.98e-10
GRB190515190 PowerLaw,1.0e-10,2.07 0.0 0.0 0.0 0.0 2.14e-11 0.0 2.14e-11
GRB190427190 PowerLaw,1.0e-10,2.07 7.36 2.71 1.06e-11 -8.17e-12 2.1e-11 2.39e-12 3.16e-11
GRB150110923 PowerLaw,1.0e-10,2.07 3.26 1.8 6.83e-12 -6.42e-12 1.93e-11 4.17e-13 2.62e-11
GRB170403583 PowerLaw,1.0e-10,2.07 0.0 0.0 0.0 0.0 5.99e-12 0.0 5.99e-12
GRB201008443 PowerLaw,1.0e-10,2.07 5.09 2.26 1.58e-11 -1.35e-11 3.3e-11 2.26e-12 4.88e-11
GRB180715755 PowerLaw,1.0e-10,2.07 1.72 1.31 7.86e-12 -7.86e-12 2.42e-11 0.0 3.21e-11
GRB160821937 PowerLaw,1.0e-10,2.07 3.71 1.93 2.91e-09 -2.54e-09 3.69e-09 3.65e-10 6.59e-09
GRB160612842 PowerLaw,1.0e-10,2.07 0.0 0.0 0.0 0.0 5.02e-08 0.0 5.02e-08
GRB170803729 PowerLaw,1.0e-10,2.07 0.18 0.43 6.24e-12 -6.24e-12 5.2e-11 0.0 5.83e-11
GRB210323918 PowerLaw,1.0e-10,2.07 0.0 0.0 0.0 0.0 6.27e-10 0.0 6.27e-10
GRB210827416 PowerLaw,1.0e-10,2.07 0.08 0.28 4.97e-12 -4.97e-12 6.22e-11 0.0 6.72e-11
GRB170708046 PowerLaw,1.0e-10,2.07 0.42 0.65 3.16e-12 -3.16e-12 1.58e-11 0.0 1.89e-11
GRB220511571 PowerLaw,1.0e-10,2.07 4.14 2.03 1.15e-11 -9.85e-12 1.92e-11 1.62e-12 3.06e-11
GRB230512269 PowerLaw,1.0e-10,2.07 1.05 1.02 4.46e-12 -4.46e-12 1.89e-11 0.0 2.33e-11
GRB221120895 PowerLaw,1.0e-10,2.07 0.82 0.91 5.61e-12 -5.61e-12 2.24e-11 0.0 2.8e-11
GRB151229285 PowerLaw,1.0e-10,2.07 2.02 1.42 6.32e-11 -6.32e-11 1.49e-10 0.0 2.12e-10
GRB170318644 PowerLaw,1.0e-10,2.07 0.0 0.0 0.0 0.0 1.27e-11 0.0 1.27e-11
GRB180718082 PowerLaw,1.0e-10,2.07 2.98 1.73 5.28e-12 -5.17e-12 1.64e-11 1.08e-13 2.17e-11
GRB211024065 PowerLaw,1.0e-10,2.07 0.0 0.0 0.0 0.0 2.52e-11 0.0 2.52e-11
GRB230228244 PowerLaw,1.0e-10,2.07 0.0 0.0 0.0 0.0 1.19e-11 0.0 1.19e-11
GRB170817529 PowerLaw,1.0e-10,2.07 5.35 2.31 3.41e-11 -3.02e-11 1.22e-10 3.9e-12 1.57e-10
GRB180204109 PowerLaw,1.0e-10,2.07 3.41 1.85 5.96e-12 -5.61e-12 1.66e-11 3.45e-13 2.25e-11
GRB220617772 PowerLaw,1.0e-10,2.07 0.02 0.14 5.95e-13 -5.95e-13 1.34e-11 0.0 1.4e-11
